shot07478_104,skateboard,0.3024
shot07478_104,person,0.9124
shot07478_105,person,0.8091
shot07478_106,person,0.8721
shot07478_107,person,0.5232
shot07478_10,airplane,0.4587
shot07478_110,person,0.9116
shot07478_111,skateboard,0.6557
shot07478_111,car,0.8331
shot07478_111,car,0.8347
shot07478_111,person,0.8601
shot07478_111,car,0.8748
shot07478_111,fire hydrant,0.925
shot07478_114,person,0.9392
shot07478_115,person,0.9389
shot07478_116,person,0.9191
shot07478_118,person,0.8808
shot07478_11,car,0.4245
shot07478_11,truck,0.4597
shot07478_11,car,0.6353
shot07478_11,car,0.7543
shot07478_125,person,0.3502
shot07478_126,person,0.2965
shot07478_127,person,0.8587
shot07478_129,person,0.8039
shot07478_12,truck,0.2879
shot07478_12,airplane,0.3704
shot07478_12,clock,0.4107
shot07478_130,skateboard,0.2601
shot07478_130,skateboard,0.4714
shot07478_130,person,0.8693
shot07478_131,person,0.8925
shot07478_133,surfboard,0.2928
shot07478_133,person,0.7896
shot07478_134,person,0.904
shot07478_137,banana,0.2804
shot07478_138,skateboard,0.4271
shot07478_138,person,0.9408
shot07478_139,skateboard,0.7855
shot07478_139,person,0.9321
shot07478_13,airplane,0.497
shot07478_140,skateboard,0.7966
shot07478_140,person,0.8356
shot07478_143,skis,0.2819
shot07478_143,person,0.5767
shot07478_145,potted plant,0.5197
shot07478_146,potted plant,0.2819
shot07478_146,person,0.7733
shot07478_147,person,0.9391
shot07478_148,airplane,0.7945
shot07478_149,person,0.8723
shot07478_14,airplane,0.6368
shot07478_150,skateboard,0.692
shot07478_150,person,0.8731
shot07478_151,skateboard,0.64
shot07478_151,person,0.851
shot07478_152,skateboard,0.7395
shot07478_152,person,0.8228
shot07478_154,skateboard,0.7226
shot07478_154,person,0.9117
shot07478_156,bench,0.302
shot07478_156,person,0.8556
shot07478_157,bench,0.3334
shot07478_157,person,0.7461
shot07478_158,person,0.9225
shot07478_15,truck,0.4178
shot07478_15,airplane,0.4757
shot07478_162,traffic light,0.3763
shot07478_162,traffic light,0.3845
shot07478_162,traffic light,0.4991
shot07478_163,boat,0.3662
shot07478_164,frisbee,0.2534
shot07478_165,person,0.9183
shot07478_167,person,0.7191
shot07478_168,skateboard,0.5764
shot07478_168,person,0.8901
shot07478_16,truck,0.265
shot07478_16,truck,0.2658
shot07478_16,airplane,0.3052
shot07478_16,car,0.6276
shot07478_171,person,0.757
shot07478_172,person,0.9233
shot07478_173,surfboard,0.2919
shot07478_173,person,0.8649
shot07478_174,surfboard,0.5659
shot07478_174,person,0.9096
shot07478_17,truck,0.4282
shot07478_17,car,0.582
shot07478_181,person,0.3349
shot07478_182,person,0.9476
shot07478_183,person,0.9045
shot07478_184,person,0.9189
shot07478_185,skateboard,0.6552
shot07478_185,person,0.9184
shot07478_186,skateboard,0.2595
shot07478_186,bed,0.7456
shot07478_186,bench,0.7682
shot07478_186,person,0.8693
shot07478_187,surfboard,0.8325
shot07478_187,person,0.8814
