shot07477_102,person,0.6797
shot07477_103,person,0.8256
shot07477_104,person,0.8454
shot07477_105,person,0.2812
shot07477_105,person,0.436
shot07477_106,person,0.8197
shot07477_107,person,0.8511
shot07477_108,person,0.8789
shot07477_109,person,0.8674
shot07477_110,person,0.5923
shot07477_110,person,0.6576
shot07477_11,person,0.5132
shot07477_12,cat,0.3684
shot07477_17,truck,0.3203
shot07477_21,person,0.539
shot07477_22,person,0.6931
shot07477_24,potted plant,0.2989
shot07477_24,person,0.9176
shot07477_25,person,0.9357
shot07477_26,person,0.5615
shot07477_27,pizza,0.821
shot07477_27,person,0.9218
shot07477_28,pizza,0.6421
shot07477_28,person,0.9137
shot07477_2,cat,0.2688
shot07477_30,person,0.8562
shot07477_32,person,0.8601
shot07477_33,person,0.8687
shot07477_35,person,0.3023
shot07477_35,person,0.3098
shot07477_36,bench,0.3773
shot07477_36,bench,0.6751
shot07477_36,person,0.8553
shot07477_36,person,0.9297
shot07477_38,vase,0.264
shot07477_38,potted plant,0.327
shot07477_38,chair,0.4579
shot07477_38,person,0.9293
shot07477_40,person,0.8864
shot07477_42,person,0.9248
shot07477_43,person,0.8929
shot07477_47,dog,0.2621
shot07477_48,pizza,0.369
shot07477_48,dog,0.5306
shot07477_49,wine glass,0.3055
shot07477_50,donut,0.2993
shot07477_51,pizza,0.5622
shot07477_52,person,0.9059
shot07477_52,person,0.9086
shot07477_53,fire hydrant,0.3859
shot07477_56,person,0.8621
shot07477_59,person,0.8569
shot07477_60,car,0.3827
shot07477_60,person,0.524
shot07477_61,car,0.2807
shot07477_62,person,0.7617
shot07477_62,person,0.8415
shot07477_64,car,0.3165
shot07477_64,person,0.6842
shot07477_64,person,0.8503
shot07477_65,car,0.323
shot07477_65,person,0.8151
shot07477_65,person,0.8282
shot07477_66,car,0.2861
shot07477_66,person,0.6412
shot07477_66,person,0.7182
shot07477_67,person,0.5779
shot07477_67,person,0.7752
shot07477_68,person,0.7586
shot07477_70,car,0.318
shot07477_70,person,0.3904
shot07477_70,person,0.4238
shot07477_71,person,0.9279
shot07477_72,person,0.5777
shot07477_72,person,0.632
shot07477_72,person,0.9025
shot07477_75,person,0.2819
shot07477_75,bench,0.6967
shot07477_77,bench,0.4836
shot07477_77,bench,0.6326
shot07477_78,bench,0.5574
shot07477_81,person,0.3351
shot07477_81,person,0.5491
shot07477_83,person,0.2846
shot07477_83,elephant,0.483
shot07477_84,cow,0.4366
shot07477_85,person,0.9244
shot07477_86,person,0.901
shot07477_87,person,0.7996
shot07477_88,bottle,0.3493
shot07477_88,person,0.7851
shot07477_90,person,0.9319
shot07477_91,person,0.9102
shot07477_92,car,0.2758
shot07477_93,person,0.8871
shot07477_93,person,0.9158
shot07477_94,person,0.4639
shot07477_94,person,0.8338
shot07477_95,person,0.8512
shot07477_95,person,0.8904
shot07477_96,umbrella,0.3492
shot07477_96,person,0.7752
shot07477_96,person,0.7989
shot07477_97,person,0.3066
shot07477_97,person,0.7889
shot07477_98,person,0.7836
shot07477_98,person,0.8
shot07477_9,person,0.91
