shot07480_100,person,0.2822
shot07480_100,person,0.3075
shot07480_100,person,0.3154
shot07480_100,person,0.3164
shot07480_100,person,0.3289
shot07480_100,person,0.3472
shot07480_100,person,0.3701
shot07480_100,boat,0.3775
shot07480_100,person,0.4757
shot07480_100,boat,0.5346
shot07480_100,person,0.6297
shot07480_101,person,0.3552
shot07480_101,person,0.4698
shot07480_101,person,0.5296
shot07480_101,person,0.6158
shot07480_101,boat,0.7988
shot07480_102,boat,0.2604
shot07480_102,person,0.2711
shot07480_102,boat,0.2948
shot07480_102,boat,0.3245
shot07480_102,boat,0.4571
shot07480_103,boat,0.2636
shot07480_103,person,0.2807
shot07480_103,person,0.2896
shot07480_103,person,0.3078
shot07480_103,boat,0.3179
shot07480_103,boat,0.3482
shot07480_103,person,0.3521
shot07480_103,person,0.377
shot07480_103,person,0.3836
shot07480_103,boat,0.4014
shot07480_103,person,0.4086
shot07480_103,person,0.4617
shot07480_103,person,0.4958
shot07480_103,person,0.5035
shot07480_103,person,0.5426
shot07480_103,person,0.5799
shot07480_103,person,0.5839
shot07480_104,person,0.2988
shot07480_104,boat,0.3387
shot07480_104,person,0.5424
shot07480_104,person,0.5482
shot07480_104,person,0.6
shot07480_104,boat,0.6026
shot07480_104,person,0.6102
shot07480_104,person,0.642
shot07480_104,boat,0.7138
shot07480_104,person,0.7629
shot07480_104,person,0.7867
shot07480_104,person,0.8
shot07480_105,skateboard,0.2506
shot07480_105,person,0.2632
shot07480_105,person,0.2633
shot07480_105,skateboard,0.268
shot07480_105,skateboard,0.2856
shot07480_105,skateboard,0.4927
shot07480_105,person,0.5029
shot07480_105,skateboard,0.5244
shot07480_105,person,0.5793
shot07480_105,truck,0.5965
shot07480_105,person,0.6604
shot07480_105,person,0.7184
shot07480_105,person,0.7491
shot07480_105,person,0.7524
shot07480_105,person,0.7659
shot07480_105,person,0.8015
shot07480_105,person,0.8116
shot07480_105,person,0.8575
shot07480_105,person,0.8735
shot07480_106,dog,0.4574
shot07480_107,person,0.7929
shot07480_108,person,0.3373
shot07480_108,person,0.4124
shot07480_108,person,0.4405
shot07480_108,train,0.4494
shot07480_109,person,0.2545
shot07480_109,person,0.2932
shot07480_109,person,0.2981
shot07480_109,boat,0.332
shot07480_109,boat,0.3752
shot07480_109,person,0.3835
shot07480_109,boat,0.5184
shot07480_109,boat,0.5488
shot07480_109,boat,0.5737
shot07480_109,person,0.8697
shot07480_10,handbag,0.3392
shot07480_10,cup,0.3656
shot07480_10,cup,0.3738
shot07480_10,person,0.4322
shot07480_10,person,0.4796
shot07480_10,bottle,0.5076
shot07480_10,person,0.5921
shot07480_10,person,0.702
shot07480_10,person,0.7963
shot07480_10,person,0.8069
shot07480_10,person,0.8101
shot07480_10,person,0.8293
shot07480_10,person,0.9556
shot07480_110,bird,0.3665
shot07480_110,bird,0.822
shot07480_112,clock,0.429
shot07480_112,person,0.4358
shot07480_112,horse,0.9055
shot07480_113,person,0.2531
shot07480_113,boat,0.2644
shot07480_113,person,0.2783
shot07480_113,boat,0.2954
shot07480_113,person,0.3264
shot07480_113,boat,0.3333
shot07480_113,boat,0.396
shot07480_113,person,0.3985
shot07480_113,boat,0.4164
shot07480_113,person,0.421
shot07480_113,boat,0.4227
shot07480_113,person,0.4608
shot07480_113,person,0.5967
shot07480_113,boat,0.6088
shot07480_113,person,0.6134
shot07480_113,person,0.68
shot07480_113,boat,0.7718
shot07480_114,person,0.3077
shot07480_114,person,0.319
shot07480_114,person,0.3517
shot07480_115,person,0.2678
shot07480_115,person,0.2697
shot07480_115,person,0.3659
shot07480_12,clock,0.4214
shot07480_13,bench,0.2822
shot07480_13,person,0.2844
shot07480_13,person,0.2972
shot07480_13,person,0.3596
shot07480_13,person,0.4446
shot07480_13,person,0.4913
shot07480_13,person,0.4914
shot07480_13,person,0.7206
shot07480_13,chair,0.7276
shot07480_13,person,0.8653
shot07480_14,person,0.2539
shot07480_14,person,0.2587
shot07480_14,person,0.2603
shot07480_14,horse,0.2786
shot07480_14,handbag,0.283
shot07480_14,person,0.305
shot07480_14,person,0.3178
shot07480_14,person,0.3222
shot07480_14,person,0.3972
shot07480_14,person,0.4904
shot07480_14,person,0.6568
shot07480_14,person,0.6957
shot07480_14,person,0.7528
shot07480_14,person,0.8012
shot07480_14,person,0.8208
shot07480_14,person,0.8308
shot07480_14,person,0.8436
shot07480_15,person,0.3465
shot07480_15,horse,0.9086
shot07480_16,bird,0.5366
shot07480_17,person,0.3427
shot07480_17,person,0.3845
shot07480_17,person,0.3867
shot07480_17,person,0.3926
shot07480_17,person,0.4102
shot07480_17,person,0.4271
shot07480_17,person,0.4476
shot07480_17,person,0.8373
shot07480_17,person,0.8621
shot07480_18,person,0.2965
shot07480_18,person,0.3249
shot07480_18,horse,0.6274
shot07480_18,person,0.7175
shot07480_18,person,0.7615
shot07480_18,person,0.7626
shot07480_18,person,0.7725
shot07480_18,person,0.7843
shot07480_18,person,0.7943
shot07480_18,person,0.8508
shot07480_19,person,0.2863
shot07480_19,horse,0.2915
shot07480_19,person,0.3206
shot07480_19,person,0.3382
shot07480_19,person,0.3736
shot07480_19,person,0.5876
shot07480_19,person,0.6248
shot07480_19,person,0.6371
shot07480_19,person,0.6645
shot07480_19,person,0.7091
shot07480_19,person,0.7615
shot07480_19,person,0.8477
shot07480_19,person,0.8858
shot07480_1,person,0.2528
shot07480_1,person,0.3388
shot07480_1,person,0.5106
shot07480_1,clock,0.5696
shot07480_1,person,0.665
shot07480_20,person,0.7581
shot07480_20,person,0.8451
shot07480_20,person,0.8459
shot07480_20,person,0.8519
shot07480_20,person,0.9119
shot07480_21,person,0.2538
shot07480_21,person,0.3846
