shot07490_261,medicine_chest,0.2088
shot07490_141,passenger_car,0.366
shot07490_269,iPod,0.6603
shot07490_210,chain_mail,0.2859
shot07490_164,mousetrap,0.308
shot07490_16,upright,0.2583
shot07490_78,book_jacket,0.613
shot07490_38,dam,0.3662
shot07490_38,steel_arch_bridge,0.5327
shot07490_64,barbershop,0.3496
shot07490_64,tobacco_shop,0.3605
shot07490_252,refrigerator,0.3358
shot07490_24,dock,0.2601
shot07490_22,menu,0.3427
shot07490_263,medicine_chest,0.2146
shot07490_200,bathing_cap,0.2012
shot07490_200,sunglasses,0.2117
shot07490_270,hair_spray,0.2144
shot07490_8,cellular_telephone,0.2438
shot07490_8,iPod,0.5312
shot07490_98,cinema,0.2814
shot07490_172,web_site,0.798
shot07490_89,sunglasses,0.313
shot07490_81,book_jacket,0.4846
shot07490_133,ski_mask,0.2565
shot07490_66,barbershop,0.3336
shot07490_66,tobacco_shop,0.2816
shot07490_307,book_jacket,0.5141
shot07490_179,admiral,0.2442
shot07490_224,diaper,0.2297
shot07490_297,radiator,0.6792
shot07490_286,microwave,0.4208
shot07490_44,neck_brace,0.2711
shot07490_271,jean,0.3589
shot07490_146,bell_cote,0.205
shot07490_246,refrigerator,0.2017
shot07490_144,stupa,0.5482
shot07490_115,ballplayer,0.3218
shot07490_176,bookcase,0.322
shot07490_176,bookshop,0.2598
shot07490_176,library,0.3842
shot07490_3,iPod,0.3434
shot07490_95,restaurant,0.2637
shot07490_143,streetcar,0.8935
shot07490_147,prison,0.347
shot07490_142,prison,0.2925
shot07490_260,shower_curtain,0.2981
shot07490_229,medicine_chest,0.395
shot07490_169,envelope,0.2366
shot07490_169,web_site,0.2165
shot07490_36,cellular_telephone,0.2506
shot07490_36,iPod,0.6028
shot07490_130,cash_machine,0.4288
shot07490_40,iPod,0.2895
shot07490_72,bell_cote,0.4341
shot07490_72,palace,0.247
shot07490_18,web_site,0.3321
shot07490_243,refrigerator,0.2487
shot07490_175,mobile_home,0.3091
shot07490_312,pinwheel,0.2939
shot07490_86,bearskin,0.2081
shot07490_171,web_site,0.8073
shot07490_145,stupa,0.4936
shot07490_65,barbershop,0.3826
shot07490_65,tobacco_shop,0.2828
shot07490_34,cowboy_boot,0.7912
shot07490_39,dam,0.9632
shot07490_288,vault,0.2944
shot07490_303,mobile_home,0.2435
shot07490_303,passenger_car,0.3426
shot07490_184,suit,0.4705
shot07490_10,iPod,0.386
shot07490_265,fire_engine,0.2169
shot07490_209,military_uniform,0.2259
shot07490_97,mosque,0.3806
shot07490_151,car_mirror,0.2169
shot07490_166,balloon,0.2657
shot07490_259,refrigerator,0.5366
shot07490_301,radiator,0.5866
shot07490_234,horizontal_bar,0.2796
shot07490_257,refrigerator,0.6472
shot07490_222,Windsor_tie,0.4337
shot07490_6,iPod,0.5934
shot07490_58,envelope,0.2596
shot07490_111,bullet_train,0.2394
shot07490_185,suit,0.5473
shot07490_140,sliding_door,0.4067
shot07490_289,trailer_truck,0.5854
shot07490_80,book_jacket,0.5967
shot07490_68,barbershop,0.2022
shot07490_68,tobacco_shop,0.3747
shot07490_208,military_uniform,0.4067
shot07490_170,web_site,0.8772
shot07490_67,tobacco_shop,0.3259
shot07490_254,refrigerator,0.5537
shot07490_196,bookcase,0.2417
shot07490_196,bookshop,0.3081
shot07490_196,library,0.3844
shot07490_276,flute,0.6252
shot07490_163,web_site,0.2106
shot07490_138,passenger_car,0.4446
shot07490_136,streetcar,0.2676
shot07490_223,web_site,0.3603
shot07490_19,cinema,0.2083
shot07490_262,punching_bag,0.2472
shot07490_96,castle,0.2505
shot07490_296,radiator,0.6503
shot07490_256,medicine_chest,0.3347
shot07490_245,microwave,0.2109
shot07490_37,dam,0.321
shot07490_37,steel_arch_bridge,0.461
shot07490_202,sunglasses,0.2553
shot07490_299,radiator,0.4778
shot07490_258,medicine_chest,0.5649
shot07490_267,iPod,0.6261
shot07490_75,lighter,0.4057
shot07490_160,binoculars,0.2245
shot07490_228,jersey,0.2798
shot07490_302,bannister,0.5522
shot07490_69,book_jacket,0.5017
shot07490_294,ski_mask,0.214
shot07490_47,triumphal_arch,0.208
shot07490_47,vault,0.4455
shot07490_73,tench,0.5345
shot07490_60,nematode,0.2248
shot07490_305,fire_screen,0.2235
shot07490_255,medicine_chest,0.3039
shot07490_255,refrigerator,0.321
