shot07483_131,alp,0.9402
shot07483_89,sweatshirt,0.4207
shot07483_55,palace,0.5482
shot07483_125,warplane,0.2097
shot07483_62,pier,0.3131
shot07483_59,ballplayer,0.2449
shot07483_5,umbrella,0.4889
shot07483_79,croquet_ball,0.3043
shot07483_3,umbrella,0.3396
shot07483_69,beacon,0.3287
shot07483_135,dogsled,0.2582
shot07483_135,snowmobile,0.2757
shot07483_10,honeycomb,0.8168
shot07483_90,assault_rifle,0.2194
shot07483_46,sleeping_bag,0.3388
shot07483_61,monastery,0.4046
shot07483_61,palace,0.2495
shot07483_84,hand-held_computer,0.2659
shot07483_84,remote_control,0.2681
shot07483_81,lawn_mower,0.735
shot07483_114,alp,0.5799
shot07483_15,street_sign,0.6428
shot07483_63,dome,0.8102
shot07483_25,quilt,0.2969
shot07483_25,sleeping_bag,0.3643
shot07483_20,umbrella,0.2365
shot07483_80,sunglass,0.3328
shot07483_80,sunglasses,0.4313
shot07483_52,honeycomb,0.7373
shot07483_68,castle,0.5726
shot07483_105,alp,0.9417
shot07483_136,ski,0.2293
shot07483_136,snowmobile,0.2353
shot07483_4,umbrella,0.3974
shot07483_104,warplane,0.3469
shot07483_104,wing,0.3047
shot07483_95,ski,0.515
shot07483_6,honeycomb,0.3466
shot07483_8,honeycomb,0.9291
shot07483_76,hand-held_computer,0.3458
shot07483_76,iPod,0.4005
shot07483_58,palace,0.2407
shot07483_32,honeycomb,0.2354
shot07483_126,alp,0.9676
shot07483_129,alp,0.7954
shot07483_111,alp,0.2927
shot07483_97,shovel,0.3985
shot07483_97,ski,0.4202
shot07483_67,parachute,0.3799
shot07483_7,flagpole,0.3385
shot07483_134,ski,0.482
shot07483_134,snowmobile,0.2172
shot07483_119,missile,0.32
shot07483_119,projectile,0.2753
shot07483_130,alp,0.5301
shot07483_35,digital_clock,0.3055
shot07483_35,honeycomb,0.4223
shot07483_133,ski,0.4046
shot07483_133,snowmobile,0.2127
shot07483_133,alp,0.2661
shot07483_94,sunglasses,0.2643
shot07483_113,alp,0.2651
shot07483_96,alp,0.6406
shot07483_18,book_jacket,0.2165
shot07483_128,ski,0.5684
shot07483_128,snowmobile,0.2272
shot07483_33,honeycomb,0.7281
shot07483_100,trailer_truck,0.3026
shot07483_140,ski,0.438
shot07483_123,warplane,0.4038
shot07483_123,wing,0.323
shot07483_26,quilt,0.2347
shot07483_26,sleeping_bag,0.4974
shot07483_92,alp,0.4195
shot07483_60,geyser,0.4936
shot07483_2,umbrella,0.3433
shot07483_112,dogsled,0.2715
shot07483_56,triumphal_arch,0.2531
shot07483_54,palace,0.585
shot07483_93,ski,0.7943
shot07483_132,alp,0.8593
shot07483_78,warplane,0.4226
shot07483_98,dogsled,0.3451
shot07483_98,snowmobile,0.2823
shot07483_87,jean,0.2415
shot07483_53,prison,0.4368
shot07483_24,quilt,0.581
shot07483_108,alp,0.8691
shot07483_139,ski,0.7751
shot07483_109,alp,0.6566
shot07483_83,rugby_ball,0.2277
shot07483_99,ski,0.8065
shot07483_124,warplane,0.3421
shot07483_124,wing,0.2223
shot07483_137,alp,0.943
