shot07478_104,sandbar,0.2419
shot07478_89,miniskirt,0.315
shot07478_162,lumbermill,0.2704
shot07478_196,balance_beam,0.4011
shot07478_191,harp,0.6445
shot07478_5,airliner,0.4239
shot07478_5,warplane,0.4165
shot07478_97,torch,0.2861
shot07478_33,airliner,0.5111
shot07478_33,warplane,0.2641
shot07478_26,airliner,0.2764
shot07478_26,warplane,0.2595
shot07478_4,airliner,0.4832
shot07478_4,warplane,0.277
shot07478_154,balance_beam,0.2161
shot07478_48,amphibian,0.8175
shot07478_41,racer,0.4383
shot07478_125,submarine,0.2818
shot07478_28,airliner,0.2844
shot07478_124,seashore,0.469
shot07478_138,balance_beam,0.3952
shot07478_62,balance_beam,0.314
shot07478_239,grand_piano,0.4276
shot07478_239,upright,0.3708
shot07478_16,ambulance,0.2886
shot07478_16,cab,0.2886
shot07478_88,racket,0.3633
shot07478_133,seashore,0.4695
shot07478_121,seashore,0.6423
shot07478_94,cliff_dwelling,0.2282
shot07478_3,airliner,0.7163
shot07478_39,prison,0.3825
shot07478_39,restaurant,0.2087
shot07478_242,bannister,0.2057
shot07478_182,balance_beam,0.2717
shot07478_122,sandbar,0.3175
shot07478_122,seashore,0.3722
shot07478_13,half_track,0.3278
shot07478_6,airliner,0.2275
shot07478_6,warplane,0.3279
shot07478_208,pajama,0.3229
shot07478_78,unicycle,0.2923
shot07478_63,racket,0.6132
shot07478_31,airliner,0.4443
shot07478_30,airliner,0.3796
shot07478_110,balance_beam,0.5212
shot07478_110,parallel_bars,0.4265
shot07478_23,airliner,0.4539
shot07478_12,limousine,0.3105
shot07478_216,quilt,0.2008
shot07478_216,restaurant,0.2512
shot07478_166,leatherback_turtle,0.538
shot07478_35,planetarium,0.3443
shot07478_2,airliner,0.2778
shot07478_40,racer,0.3477
shot07478_40,sports_car,0.2374
shot07478_258,warplane,0.3531
shot07478_258,wing,0.2316
shot07478_67,racket,0.2957
shot07478_24,airliner,0.2732
shot07478_24,projectile,0.285
shot07478_85,balance_beam,0.8393
shot07478_87,balance_beam,0.3891
shot07478_193,safety_pin,0.4641
shot07478_25,airliner,0.3802
shot07478_11,limousine,0.2958
shot07478_29,airliner,0.3228
shot07478_103,bannister,0.2822
shot07478_42,racer,0.3259
shot07478_42,sports_car,0.3027
shot07478_36,monitor,0.3608
shot07478_36,screen,0.2398
shot07478_34,airliner,0.8194
shot07478_20,airliner,0.3093
shot07478_37,prison,0.2486
shot07478_22,airliner,0.6767
shot07478_206,lumbermill,0.3263
